id,description,time,distance,frc,currentspeed,freeflowspeed,currenttraveltime,freeflowtraveltime,confidence,roadclosure,latitude,longitude,precip_mm,vis_km,wind_kph,condition_text
654,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 08:19:00,500,FRC3,22,32,1141,784,1,false,10.765163027177051,106.68176325830919,0.0,10.0,29.2,Overcast
655,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 08:19:00,400,FRC3,22,32,1141,784,1,false,10.764283334954333,106.68210132878986,0.0,10.0,29.2,Overcast
656,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 08:19:00,300,FRC3,22,32,1141,784,1,false,10.763480856227291,106.68240386571111,0.0,10.0,29.2,Overcast
657,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 08:19:00,200,FRC3,22,32,1141,784,1,false,10.762642918836454,106.6827364596283,0.0,10.0,29.2,Overcast
658,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 08:19:00,100,FRC3,22,32,1141,784,1,false,10.7619261906941,106.68302613820323,0.0,10.0,29.2,Overcast
659,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 08:19:00,0,FRC3,22,32,1141,784,1,false,10.761156760056346,106.68331581677815,0.0,10.0,29.2,Overcast
660,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:19:00,700,FRC2,25,34,636,467,1,false,10.755556817425111,106.68578400873503,0.0,10.0,29.2,Overcast
661,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:19:00,600,FRC2,25,34,636,467,1,false,10.756358876280022,106.6853232069683,0.0,10.0,29.2,Overcast
662,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:19:00,500,FRC2,25,34,636,467,1,false,10.757138847709548,106.684944289696,0.0,10.0,29.2,Overcast
663,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:19:00,400,FRC2,25,34,636,467,1,false,10.757963133528543,106.68463303622572,0.0,10.0,29.2,Overcast
664,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:19:00,300,FRC2,25,34,636,467,1,false,10.758623446871004,106.68435335919212,0.0,10.0,29.2,Overcast
665,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:19:00,200,FRC6,20,26,848,652,1,false,10.759478749919925,106.68406917123804,0.0,10.0,29.2,Overcast
666,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:19:00,100,FRC2,25,34,636,467,1,false,10.760311892549737,106.68371280856688,0.0,10.0,29.2,Overcast
667,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:19:00,0,FRC2,25,34,636,467,1,false,10.761189348756318,106.68340155509297,0.0,10.0,29.2,Overcast
668,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:19:00,1000,FRC4,19,28,302,205,1,false,10.757533515349062,106.67414436746735,0.0,10.0,29.2,Overcast
669,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:19:00,900,FRC4,19,28,302,205,1,false,10.757824186413304,106.67502060044893,0.0,10.0,29.2,Overcast
670,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:19:00,800,FRC4,19,28,302,205,1,false,10.758126036834728,106.67584372840122,0.0,10.0,29.2,Overcast
671,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:19:00,700,FRC4,19,28,302,205,1,false,10.758483785091158,106.67667444278729,0.0,10.0,29.2,Overcast
672,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:19:00,600,FRC4,19,28,302,205,1,false,10.758740916389923,106.67733446243443,0.0,10.0,29.2,Overcast
673,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:19:00,500,FRC4,19,29,305,199,1,false,10.759121023128003,106.67817276325134,0.0,10.0,29.2,Overcast
674,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:19:00,400,FRC4,19,29,305,199,1,false,10.759445231432741,106.6790186505005,0.0,10.0,29.2,Overcast
675,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:19:00,300,FRC4,19,29,305,199,1,false,10.759784345493584,106.67986453775157,0.0,10.0,29.2,Overcast
676,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:19:00,200,FRC4,19,29,305,199,1,false,10.76013091221701,106.68072559786684,0.0,10.0,29.2,Overcast
677,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:19:00,100,FRC4,19,28,302,205,1,false,10.760458845955434,106.6815638986815,0.0,10.0,29.2,Overcast
678,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:19:00,0,FRC4,19,28,302,205,1,false,10.760883668675298,106.6826449653469,0.0,10.0,29.2,Overcast
679,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 08:46:00,500,FRC3,23,32,1091,784,1,false,10.765163027177051,106.68176325830919,0.0,10.0,29.2,Overcast
680,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 08:46:00,400,FRC3,23,32,1091,784,1,false,10.764283334954333,106.68210132878986,0.0,10.0,29.2,Overcast
681,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 08:46:00,300,FRC3,23,32,1091,784,1,false,10.763480856227291,106.68240386571111,0.0,10.0,29.2,Overcast
682,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 08:46:00,200,FRC3,23,32,1091,784,1,false,10.762642918836454,106.6827364596283,0.0,10.0,29.2,Overcast
683,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 08:46:00,100,FRC3,23,32,1091,784,1,false,10.7619261906941,106.68302613820323,0.0,10.0,29.2,Overcast
684,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 08:46:00,0,FRC3,23,32,1091,784,1,false,10.761156760056346,106.68331581677815,0.0,10.0,29.2,Overcast
685,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:46:00,700,FRC2,26,35,611,454,1,false,10.755556817425111,106.68578400873503,0.0,10.0,29.2,Overcast
686,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:46:00,600,FRC2,26,35,611,454,1,false,10.756358876280022,106.6853232069683,0.0,10.0,29.2,Overcast
687,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:46:00,500,FRC2,26,35,611,454,1,false,10.757138847709548,106.684944289696,0.0,10.0,29.2,Overcast
688,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:46:00,400,FRC2,26,35,611,454,1,false,10.757963133528543,106.68463303622572,0.0,10.0,29.2,Overcast
689,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:46:00,300,FRC2,26,35,611,454,1,false,10.758623446871004,106.68435335919212,0.0,10.0,29.2,Overcast
690,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:46:00,200,FRC6,19,27,893,628,1,false,10.759478749919925,106.68406917123804,0.0,10.0,29.2,Overcast
691,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:46:00,100,FRC2,26,35,611,454,1,false,10.760311892549737,106.68371280856688,0.0,10.0,29.2,Overcast
692,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 08:46:00,0,FRC2,26,35,611,454,1,false,10.761189348756318,106.68340155509297,0.0,10.0,29.2,Overcast
693,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:46:00,1000,FRC4,19,28,302,205,1,false,10.757533515349062,106.67414436746735,0.0,10.0,29.2,Overcast
694,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:46:00,900,FRC4,19,28,302,205,1,false,10.757824186413304,106.67502060044893,0.0,10.0,29.2,Overcast
695,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:46:00,800,FRC4,19,28,302,205,1,false,10.758126036834728,106.67584372840122,0.0,10.0,29.2,Overcast
696,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:46:00,700,FRC4,19,28,302,205,1,false,10.758483785091158,106.67667444278729,0.0,10.0,29.2,Overcast
697,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:46:00,600,FRC4,19,28,302,205,1,false,10.758740916389923,106.67733446243443,0.0,10.0,29.2,Overcast
698,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:46:00,500,FRC4,20,27,289,214,1,false,10.759121023128003,106.67817276325134,0.0,10.0,29.2,Overcast
699,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:46:00,400,FRC4,20,27,289,214,1,false,10.759445231432741,106.6790186505005,0.0,10.0,29.2,Overcast
700,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:46:00,300,FRC4,20,27,289,214,1,false,10.759784345493584,106.67986453775157,0.0,10.0,29.2,Overcast
701,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:46:00,200,FRC4,20,27,289,214,1,false,10.76013091221701,106.68072559786684,0.0,10.0,29.2,Overcast
702,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:46:00,100,FRC4,19,28,302,205,1,false,10.760458845955434,106.6815638986815,0.0,10.0,29.2,Overcast
703,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 08:46:00,0,FRC4,19,28,302,205,1,false,10.760883668675298,106.6826449653469,0.0,10.0,29.2,Overcast
704,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:15:00,500,FRC3,21,33,1195,760,1,false,10.765163027177051,106.68176325830919,0.0,10.0,24.1,Partly Cloudy
705,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:15:00,400,FRC3,21,33,1195,760,1,false,10.764283334954333,106.68210132878986,0.0,10.0,24.1,Partly Cloudy
706,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:15:00,300,FRC3,21,33,1195,760,1,false,10.763480856227291,106.68240386571111,0.0,10.0,24.1,Partly Cloudy
707,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:15:00,200,FRC3,21,33,1195,760,1,false,10.762642918836454,106.6827364596283,0.0,10.0,24.1,Partly Cloudy
708,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:15:00,100,FRC3,21,33,1195,760,1,false,10.7619261906941,106.68302613820323,0.0,10.0,24.1,Partly Cloudy
709,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:15:00,0,FRC3,21,33,1195,760,1,false,10.761156760056346,106.68331581677815,0.0,10.0,24.1,Partly Cloudy
710,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,700,FRC2,21,35,757,454,1,false,10.755556817425111,106.68578400873503,0.0,10.0,24.1,Partly Cloudy
711,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,600,FRC2,21,35,757,454,1,false,10.756358876280022,106.6853232069683,0.0,10.0,24.1,Partly Cloudy
712,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,500,FRC2,21,35,757,454,1,false,10.757138847709548,106.684944289696,0.0,10.0,24.1,Partly Cloudy
713,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,400,FRC2,21,35,757,454,1,false,10.757963133528543,106.68463303622572,0.0,10.0,24.1,Partly Cloudy
714,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,300,FRC2,21,35,757,454,1,false,10.758623446871004,106.68435335919212,0.0,10.0,24.1,Partly Cloudy
715,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,200,FRC6,18,26,943,652,1,false,10.759478749919925,106.68406917123804,0.0,10.0,24.1,Partly Cloudy
716,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,100,FRC2,21,35,757,454,1,false,10.760311892549737,106.68371280856688,0.0,10.0,24.1,Partly Cloudy
717,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,0,FRC2,21,35,757,454,1,false,10.761189348756318,106.68340155509297,0.0,10.0,24.1,Partly Cloudy
718,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,1000,FRC4,21,28,273,205,1,false,10.757533515349062,106.67414436746735,0.0,10.0,24.1,Partly Cloudy
719,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,900,FRC4,21,28,273,205,1,false,10.757824186413304,106.67502060044893,0.0,10.0,24.1,Partly Cloudy
720,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,800,FRC4,21,28,273,205,1,false,10.758126036834728,106.67584372840122,0.0,10.0,24.1,Partly Cloudy
721,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,700,FRC4,21,28,273,205,1,false,10.758483785091158,106.67667444278729,0.0,10.0,24.1,Partly Cloudy
722,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,600,FRC4,21,28,273,205,1,false,10.758740916389923,106.67733446243443,0.0,10.0,24.1,Partly Cloudy
723,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,500,FRC4,19,28,305,207,1,false,10.759121023128003,106.67817276325134,0.0,10.0,24.1,Partly Cloudy
724,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,400,FRC4,19,28,305,207,1,false,10.759445231432741,106.6790186505005,0.0,10.0,24.1,Partly Cloudy
725,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,300,FRC4,19,28,305,207,1,false,10.759784345493584,106.67986453775157,0.0,10.0,24.1,Partly Cloudy
726,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,200,FRC4,19,28,305,207,1,false,10.76013091221701,106.68072559786684,0.0,10.0,24.1,Partly Cloudy
727,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,100,FRC4,21,28,273,205,1,false,10.760458845955434,106.6815638986815,0.0,10.0,24.1,Partly Cloudy
728,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,0,FRC4,21,28,273,205,1,false,10.760883668675298,106.6826449653469,0.0,10.0,24.1,Partly Cloudy
729,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:38:00,500,FRC3,19,33,1321,760,1,false,10.765163027177051,106.68176325830919,0.0,10.0,24.1,Partly Cloudy
730,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:38:00,400,FRC3,19,33,1321,760,1,false,10.764283334954333,106.68210132878986,0.0,10.0,24.1,Partly Cloudy
731,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:38:00,300,FRC3,19,33,1321,760,1,false,10.763480856227291,106.68240386571111,0.0,10.0,24.1,Partly Cloudy
732,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:38:00,200,FRC3,19,33,1321,760,1,false,10.762642918836454,106.6827364596283,0.0,10.0,24.1,Partly Cloudy
733,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:38:00,100,FRC3,19,33,1321,760,1,false,10.7619261906941,106.68302613820323,0.0,10.0,24.1,Partly Cloudy
734,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:38:00,0,FRC3,19,33,1321,760,1,false,10.761156760056346,106.68331581677815,0.0,10.0,24.1,Partly Cloudy
735,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,700,FRC2,22,34,722,467,1,false,10.755556817425111,106.68578400873503,0.0,10.0,24.1,Partly Cloudy
736,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,600,FRC2,22,34,722,467,1,false,10.756358876280022,106.6853232069683,0.0,10.0,24.1,Partly Cloudy
737,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,500,FRC2,22,34,722,467,1,false,10.757138847709548,106.684944289696,0.0,10.0,24.1,Partly Cloudy
738,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,400,FRC2,22,34,722,467,1,false,10.757963133528543,106.68463303622572,0.0,10.0,24.1,Partly Cloudy
739,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,300,FRC2,22,34,722,467,1,false,10.758623446871004,106.68435335919212,0.0,10.0,24.1,Partly Cloudy
740,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,200,FRC6,18,27,943,628,1,false,10.759478749919925,106.68406917123804,0.0,10.0,24.1,Partly Cloudy
741,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,100,FRC2,22,34,722,467,1,false,10.760311892549737,106.68371280856688,0.0,10.0,24.1,Partly Cloudy
742,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,0,FRC2,22,34,722,467,1,false,10.761189348756318,106.68340155509297,0.0,10.0,24.1,Partly Cloudy
743,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,1000,FRC4,21,28,273,205,1,false,10.757533515349062,106.67414436746735,0.0,10.0,24.1,Partly Cloudy
744,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,900,FRC4,21,28,273,205,1,false,10.757824186413304,106.67502060044893,0.0,10.0,24.1,Partly Cloudy
745,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,800,FRC4,21,28,273,205,1,false,10.758126036834728,106.67584372840122,0.0,10.0,24.1,Partly Cloudy
746,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,700,FRC4,21,28,273,205,1,false,10.758483785091158,106.67667444278729,0.0,10.0,24.1,Partly Cloudy
747,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,600,FRC4,21,28,273,205,1,false,10.758740916389923,106.67733446243443,0.0,10.0,24.1,Partly Cloudy
748,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,500,FRC4,21,28,276,207,0.998085,false,10.759121023128003,106.67817276325134,0.0,10.0,24.1,Partly Cloudy
749,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,400,FRC4,21,28,276,207,0.998085,false,10.759445231432741,106.6790186505005,0.0,10.0,24.1,Partly Cloudy
750,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,300,FRC4,21,28,276,207,0.998085,false,10.759784345493584,106.67986453775157,0.0,10.0,24.1,Partly Cloudy
751,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,200,FRC4,21,28,276,207,0.998085,false,10.76013091221701,106.68072559786684,0.0,10.0,24.1,Partly Cloudy
752,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,100,FRC4,21,28,273,205,1,false,10.760458845955434,106.6815638986815,0.0,10.0,24.1,Partly Cloudy
753,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,0,FRC4,21,28,273,205,1,false,10.760883668675298,106.6826449653469,0.0,10.0,24.1,Partly Cloudy
754,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:50:00,500,FRC3,20,33,1255,760,1,false,10.765163027177051,106.68176325830919,0.0,10.0,24.1,Partly Cloudy
755,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:50:00,400,FRC3,20,33,1255,760,1,false,10.764283334954333,106.68210132878986,0.0,10.0,24.1,Partly Cloudy
756,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:50:00,300,FRC3,20,33,1255,760,1,false,10.763480856227291,106.68240386571111,0.0,10.0,24.1,Partly Cloudy
757,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:50:00,200,FRC3,20,33,1255,760,1,false,10.762642918836454,106.6827364596283,0.0,10.0,24.1,Partly Cloudy
758,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:50:00,100,FRC3,20,33,1255,760,1,false,10.7619261906941,106.68302613820323,0.0,10.0,24.1,Partly Cloudy
759,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:50:00,0,FRC3,20,33,1255,760,1,false,10.761156760056346,106.68331581677815,0.0,10.0,24.1,Partly Cloudy
760,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,700,FRC2,23,34,691,467,1,false,10.755556817425111,106.68578400873503,0.0,10.0,24.1,Partly Cloudy
761,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,600,FRC2,23,34,691,467,1,false,10.756358876280022,106.6853232069683,0.0,10.0,24.1,Partly Cloudy
762,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,500,FRC2,23,34,691,467,1,false,10.757138847709548,106.684944289696,0.0,10.0,24.1,Partly Cloudy
763,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,400,FRC2,23,34,691,467,1,false,10.757963133528543,106.68463303622572,0.0,10.0,24.1,Partly Cloudy
764,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,300,FRC2,23,34,691,467,1,false,10.758623446871004,106.68435335919212,0.0,10.0,24.1,Partly Cloudy
765,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,200,FRC6,17,26,998,652,1,false,10.759478749919925,106.68406917123804,0.0,10.0,24.1,Partly Cloudy
766,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,100,FRC2,23,34,691,467,1,false,10.760311892549737,106.68371280856688,0.0,10.0,24.1,Partly Cloudy
767,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,0,FRC2,23,34,691,467,1,false,10.761189348756318,106.68340155509297,0.0,10.0,24.1,Partly Cloudy
768,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,1000,FRC4,22,28,261,205,1,false,10.757533515349062,106.67414436746735,0.0,10.0,24.1,Partly Cloudy
769,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,900,FRC4,22,28,261,205,1,false,10.757824186413304,106.67502060044893,0.0,10.0,24.1,Partly Cloudy
770,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,800,FRC4,22,28,261,205,1,false,10.758126036834728,106.67584372840122,0.0,10.0,24.1,Partly Cloudy
771,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,700,FRC4,22,28,261,205,1,false,10.758483785091158,106.67667444278729,0.0,10.0,24.1,Partly Cloudy
772,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,600,FRC4,22,28,261,205,1,false,10.758740916389923,106.67733446243443,0.0,10.0,24.1,Partly Cloudy
773,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,500,FRC4,22,27,263,214,0.993574,false,10.759121023128003,106.67817276325134,0.0,10.0,24.1,Partly Cloudy
774,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,400,FRC4,22,27,263,214,0.993574,false,10.759445231432741,106.6790186505005,0.0,10.0,24.1,Partly Cloudy
775,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,300,FRC4,22,27,263,214,0.993574,false,10.759784345493584,106.67986453775157,0.0,10.0,24.1,Partly Cloudy
776,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,200,FRC4,22,27,263,214,0.993574,false,10.76013091221701,106.68072559786684,0.0,10.0,24.1,Partly Cloudy
777,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,100,FRC4,22,28,261,205,1,false,10.760458845955434,106.6815638986815,0.0,10.0,24.1,Partly Cloudy
778,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,0,FRC4,22,28,261,205,1,false,10.760883668675298,106.6826449653469,0.0,10.0,24.1,Partly Cloudy
779,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 12:37:00,500,FRC3,22,33,1141,760,1,false,10.765163027177051,106.68176325830919,0.0,10.0,22.0,Partly cloudy
780,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 12:37:00,400,FRC3,22,33,1141,760,1,false,10.764283334954333,106.68210132878986,0.0,10.0,22.0,Partly cloudy
781,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 12:37:00,300,FRC3,22,33,1141,760,1,false,10.763480856227291,106.68240386571111,0.0,10.0,22.0,Partly cloudy
782,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 12:37:00,200,FRC3,22,33,1141,760,1,false,10.762642918836454,106.6827364596283,0.0,10.0,22.0,Partly cloudy
783,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 12:37:00,100,FRC3,22,33,1141,760,1,false,10.7619261906941,106.68302613820323,0.0,10.0,22.0,Partly cloudy
784,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 12:37:00,0,FRC3,22,33,1141,760,1,false,10.761156760056346,106.68331581677815,0.0,10.0,22.0,Partly cloudy
785,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,700,FRC2,24,35,662,454,1,false,10.755556817425111,106.68578400873503,0.0,10.0,22.0,Partly cloudy
786,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,600,FRC2,24,35,662,454,1,false,10.756358876280022,106.6853232069683,0.0,10.0,22.0,Partly cloudy
787,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,500,FRC2,23,34,691,467,1,false,10.757138847709548,106.684944289696,0.0,10.0,22.0,Partly cloudy
788,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,400,FRC2,23,34,691,467,1,false,10.757963133528543,106.68463303622572,0.0,10.0,22.0,Partly cloudy
789,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,300,FRC2,23,34,691,467,1,false,10.758623446871004,106.68435335919212,0.0,10.0,22.0,Partly cloudy
790,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,200,FRC6,19,26,893,652,1,false,10.759478749919925,106.68406917123804,0.0,10.0,22.0,Partly cloudy
791,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,100,FRC2,23,34,691,467,1,false,10.760311892549737,106.68371280856688,0.0,10.0,22.0,Partly cloudy
792,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,0,FRC2,23,34,691,467,1,false,10.761189348756318,106.68340155509297,0.0,10.0,22.0,Partly cloudy
793,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 12:37:00,1000,FRC4,22,29,261,198,1,false,10.757533515349062,106.67414436746735,0.0,10.0,22.0,Partly cloudy
794,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 12:37:00,900,FRC4,22,29,261,198,1,false,10.757824186413304,106.67502060044893,0.0,10.0,22.0,Partly cloudy
