id,description,time,distance,frc,currentspeed,freeflowspeed,currenttraveltime,freeflowtraveltime,confidence,roadclosure,latitude,longitude,precip_mm,vis_km,wind_kph,condition_text,delay_time,hour,date,distance_bin,time_slot,condition_text_vn,precip_mm_bin,wind_kph_bin,vis_km_bin,x_img,y_img
9247,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-08 16:54:00,600,FRC4,25,28,229,205,1,False,10.758740916389923,106.67733446243443,0.1,10.0,10.8,Light rain,24,16,2025-08-08,Xa,16:00 - 17:00,Mưa nhẹ,Mưa nhẹ (0 - 2.5),Gió vừa (11 - 20),Trung bình (6 - 10),226.824,354.57599999999996
9248,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-08 16:54:00,500,FRC4,28,28,207,207,1,False,10.759121023128003,106.67817276325134,0.1,10.0,10.8,Light rain,0,16,2025-08-08,Trung bình,16:00 - 17:00,Mưa nhẹ,Mưa nhẹ (0 - 2.5),Gió vừa (11 - 20),Trung bình (6 - 10),270.91999999999996,338.064
9249,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-08 16:54:00,400,FRC4,28,28,207,207,1,False,10.759445231432741,106.6790186505005,0.1,10.0,10.8,Light rain,0,16,2025-08-08,Trung bình,16:00 - 17:00,Mưa nhẹ,Mưa nhẹ (0 - 2.5),Gió vừa (11 - 20),Trung bình (6 - 10),309.504,325.67999999999995
9250,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-08 16:54:00,300,FRC4,28,28,207,207,1,False,10.759784345493584,106.67986453775157,0.1,10.0,10.8,Light rain,0,16,2025-08-08,Trung bình,16:00 - 17:00,Mưa nhẹ,Mưa nhẹ (0 - 2.5),Gió vừa (11 - 20),Trung bình (6 - 10),348.088,309.168
9251,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-08 16:54:00,200,FRC4,28,28,207,207,1,False,10.76013091221701,106.68072559786684,0.1,10.0,10.8,Light rain,0,16,2025-08-08,Gần,16:00 - 17:00,Mưa nhẹ,Mưa nhẹ (0 - 2.5),Gió vừa (11 - 20),Trung bình (6 - 10),392.18399999999997,292.656
9252,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-08 16:54:00,100,FRC4,25,28,229,205,1,False,10.760458845955434,106.6815638986815,0.1,10.0,10.8,Light rain,24,16,2025-08-08,Gần,16:00 - 17:00,Mưa nhẹ,Mưa nhẹ (0 - 2.5),Gió vừa (11 - 20),Trung bình (6 - 10),430.76800000000003,280.27200000000005
9253,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-08 16:54:00,0,FRC4,25,28,229,205,1,False,10.760883668675298,106.6826449653469,0.1,10.0,10.8,Light rain,24,16,2025-08-08,,16:00 - 17:00,Mưa nhẹ,Mưa nhẹ (0 - 2.5),Gió vừa (11 - 20),Trung bình (6 - 10),480.376,263.76
9329,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 06:22:00,500,FRC3,22,33,1141,760,1,False,10.765163027177051,106.68176325830919,0.01,10.0,6.5,Partly cloudy,381,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),436.28000000000003,78.0
9330,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 06:22:00,400,FRC3,22,33,1141,760,1,False,10.764283334954333,106.68210132878986,0.01,10.0,6.5,Partly cloudy,381,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),452.81600000000003,115.15199999999999
9331,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 06:22:00,300,FRC3,22,33,1141,760,1,False,10.763480856227291,106.68240386571111,0.01,10.0,6.5,Partly cloudy,381,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),469.35200000000003,152.30400000000003
9332,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 06:22:00,200,FRC3,22,33,1141,760,1,False,10.762642918836454,106.6827364596283,0.01,10.0,6.5,Partly cloudy,381,6,2025-08-09,Gần,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),485.88800000000003,185.328
9333,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 06:22:00,100,FRC3,22,33,1141,760,1,False,10.7619261906941,106.68302613820323,0.01,10.0,6.5,Partly cloudy,381,6,2025-08-09,Gần,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),496.91200000000003,218.352
9334,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 06:22:00,0,FRC3,22,33,1141,760,1,False,10.761156760056346,106.68331581677815,0.01,10.0,6.5,Partly cloudy,381,6,2025-08-09,,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),513.4480000000001,251.37600000000003
9335,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:22:00,700,FRC2,25,35,636,454,1,False,10.755556817425111,106.68578400873503,0.01,10.0,6.5,Partly cloudy,182,6,2025-08-09,Xa,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),629.2,490.8
9336,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:22:00,600,FRC2,25,35,636,454,1,False,10.756358876280022,106.6853232069683,0.01,10.0,6.5,Partly cloudy,182,6,2025-08-09,Xa,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),607.1519999999999,457.77600000000007
9337,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:22:00,500,FRC2,25,35,636,454,1,False,10.757138847709548,106.684944289696,0.01,10.0,6.5,Partly cloudy,182,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),590.616,424.752
9338,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:22:00,400,FRC2,25,35,636,454,1,False,10.757963133528543,106.68463303622572,0.01,10.0,6.5,Partly cloudy,182,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),574.08,387.6
9339,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:22:00,300,FRC2,25,35,636,454,1,False,10.758623446871004,106.68435335919212,0.01,10.0,6.5,Partly cloudy,182,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),563.056,358.704
9340,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:22:00,200,FRC6,20,26,848,652,1,False,10.759478749919925,106.68406917123804,0.01,10.0,6.5,Partly cloudy,196,6,2025-08-09,Gần,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),546.52,321.552
9341,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:22:00,100,FRC2,25,35,636,454,1,False,10.760311892549737,106.68371280856688,0.01,10.0,6.5,Partly cloudy,182,6,2025-08-09,Gần,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),529.984,284.4
9342,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:22:00,0,FRC2,25,35,636,454,1,False,10.761189348756318,106.68340155509297,0.01,10.0,6.5,Partly cloudy,182,6,2025-08-09,,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),518.96,247.24800000000002
9343,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:22:00,1000,FRC4,22,28,261,205,1,False,10.757533515349062,106.67414436746735,0.01,10.0,6.5,Partly cloudy,56,6,2025-08-09,Xa,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),78.0,404.1120000000001
9344,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:22:00,900,FRC4,22,28,261,205,1,False,10.757824186413304,106.67502060044893,0.01,10.0,6.5,Partly cloudy,56,6,2025-08-09,Xa,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),122.096,391.72800000000007
9345,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:22:00,800,FRC4,22,28,261,205,1,False,10.758126036834728,106.67584372840122,0.01,10.0,6.5,Partly cloudy,56,6,2025-08-09,Xa,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),160.68,379.344
9346,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:22:00,700,FRC4,22,28,261,205,1,False,10.758483785091158,106.67667444278729,0.01,10.0,6.5,Partly cloudy,56,6,2025-08-09,Xa,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),199.264,366.96
9347,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:22:00,600,FRC4,22,28,261,205,1,False,10.758740916389923,106.67733446243443,0.01,10.0,6.5,Partly cloudy,56,6,2025-08-09,Xa,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),226.824,354.57599999999996
9348,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:22:00,500,FRC4,20,28,289,207,1,False,10.759121023128003,106.67817276325134,0.01,10.0,6.5,Partly cloudy,82,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),270.91999999999996,338.064
9349,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:22:00,400,FRC4,20,28,289,207,1,False,10.759445231432741,106.6790186505005,0.01,10.0,6.5,Partly cloudy,82,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),309.504,325.67999999999995
9350,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:22:00,300,FRC4,20,28,289,207,1,False,10.759784345493584,106.67986453775157,0.01,10.0,6.5,Partly cloudy,82,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),348.088,309.168
9351,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:22:00,200,FRC4,20,28,289,207,1,False,10.76013091221701,106.68072559786684,0.01,10.0,6.5,Partly cloudy,82,6,2025-08-09,Gần,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),392.18399999999997,292.656
9352,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:22:00,100,FRC4,22,28,261,205,1,False,10.760458845955434,106.6815638986815,0.01,10.0,6.5,Partly cloudy,56,6,2025-08-09,Gần,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),430.76800000000003,280.27200000000005
9353,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:22:00,0,FRC4,22,28,261,205,1,False,10.760883668675298,106.6826449653469,0.01,10.0,6.5,Partly cloudy,56,6,2025-08-09,,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),480.376,263.76
9354,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 06:50:00,500,FRC3,22,33,1141,760,1,False,10.765163027177051,106.68176325830919,0.01,10.0,6.5,Moderate or heavy rain with thunder,381,6,2025-08-09,Trung bình,6:00 - 7:59,,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),436.28000000000003,78.0
9355,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 06:50:00,400,FRC3,22,33,1141,760,1,False,10.764283334954333,106.68210132878986,0.01,10.0,6.5,Partly cloudy,381,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),452.81600000000003,115.15199999999999
9356,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 06:50:00,300,FRC3,22,33,1141,760,1,False,10.763480856227291,106.68240386571111,0.01,10.0,6.5,Moderate or heavy rain with thunder,381,6,2025-08-09,Trung bình,6:00 - 7:59,,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),469.35200000000003,152.30400000000003
9357,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 06:50:00,200,FRC3,22,33,1141,760,1,False,10.762642918836454,106.6827364596283,0.01,10.0,6.5,Partly cloudy,381,6,2025-08-09,Gần,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),485.88800000000003,185.328
9358,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 06:50:00,100,FRC3,22,33,1141,760,1,False,10.7619261906941,106.68302613820323,0.01,10.0,6.5,Moderate or heavy rain with thunder,381,6,2025-08-09,Gần,6:00 - 7:59,,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),496.91200000000003,218.352
9359,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 06:50:00,0,FRC3,22,33,1141,760,1,False,10.761156760056346,106.68331581677815,0.01,10.0,6.5,Moderate or heavy rain with thunder,381,6,2025-08-09,,6:00 - 7:59,,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),513.4480000000001,251.37600000000003
9360,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:50:00,700,FRC2,24,34,662,467,1,False,10.755556817425111,106.68578400873503,0.01,10.0,6.5,Moderate or heavy rain with thunder,195,6,2025-08-09,Xa,6:00 - 7:59,,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),629.2,490.8
9361,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:50:00,600,FRC2,24,34,662,467,1,False,10.756358876280022,106.6853232069683,0.01,10.0,6.5,Moderate or heavy rain with thunder,195,6,2025-08-09,Xa,6:00 - 7:59,,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),607.1519999999999,457.77600000000007
9362,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:50:00,500,FRC2,24,34,662,467,1,False,10.757138847709548,106.684944289696,0.01,10.0,6.5,Partly cloudy,195,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),590.616,424.752
9363,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:50:00,400,FRC2,24,34,662,467,1,False,10.757963133528543,106.68463303622572,0.01,10.0,6.5,Partly cloudy,195,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),574.08,387.6
9364,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:50:00,300,FRC2,24,34,662,467,1,False,10.758623446871004,106.68435335919212,0.01,10.0,6.5,Partly cloudy,195,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),563.056,358.704
9365,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:50:00,200,FRC6,20,26,848,652,1,False,10.759478749919925,106.68406917123804,0.01,10.0,6.5,Partly cloudy,196,6,2025-08-09,Gần,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),546.52,321.552
9366,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:50:00,100,FRC2,24,34,662,467,1,False,10.760311892549737,106.68371280856688,0.01,10.0,6.5,Moderate or heavy rain with thunder,195,6,2025-08-09,Gần,6:00 - 7:59,,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),529.984,284.4
9367,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 06:50:00,0,FRC2,24,34,662,467,1,False,10.761189348756318,106.68340155509297,0.01,10.0,6.5,Partly cloudy,195,6,2025-08-09,,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),518.96,247.24800000000002
9368,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:50:00,1000,FRC4,23,28,249,205,1,False,10.757533515349062,106.67414436746735,0.01,10.0,6.5,Moderate or heavy rain with thunder,44,6,2025-08-09,Xa,6:00 - 7:59,,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),78.0,404.1120000000001
9369,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:50:00,900,FRC4,23,28,249,205,1,False,10.757824186413304,106.67502060044893,0.01,10.0,6.5,Moderate or heavy rain with thunder,44,6,2025-08-09,Xa,6:00 - 7:59,,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),122.096,391.72800000000007
9370,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:50:00,800,FRC4,23,28,249,205,1,False,10.758126036834728,106.67584372840122,0.01,10.0,6.5,Partly cloudy,44,6,2025-08-09,Xa,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),160.68,379.344
9371,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:50:00,700,FRC4,23,28,249,205,1,False,10.758483785091158,106.67667444278729,0.01,10.0,6.5,Moderate or heavy rain with thunder,44,6,2025-08-09,Xa,6:00 - 7:59,,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),199.264,366.96
9372,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:50:00,600,FRC4,23,28,249,205,1,False,10.758740916389923,106.67733446243443,0.01,10.0,6.5,Partly cloudy,44,6,2025-08-09,Xa,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),226.824,354.57599999999996
9373,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:50:00,500,FRC4,22,28,263,207,1,False,10.759121023128003,106.67817276325134,0.01,10.0,6.5,Moderate or heavy rain with thunder,56,6,2025-08-09,Trung bình,6:00 - 7:59,,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),270.91999999999996,338.064
9374,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:50:00,400,FRC4,22,28,263,207,1,False,10.759445231432741,106.6790186505005,0.01,10.0,6.5,Partly cloudy,56,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),309.504,325.67999999999995
9375,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:50:00,300,FRC4,22,28,263,207,1,False,10.759784345493584,106.67986453775157,0.01,10.0,6.5,Partly cloudy,56,6,2025-08-09,Trung bình,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),348.088,309.168
9376,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:50:00,200,FRC4,22,28,263,207,1,False,10.76013091221701,106.68072559786684,0.01,10.0,6.5,Moderate or heavy rain with thunder,56,6,2025-08-09,Gần,6:00 - 7:59,,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),392.18399999999997,292.656
9377,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:50:00,100,FRC4,23,28,249,205,1,False,10.760458845955434,106.6815638986815,0.01,10.0,6.5,Moderate or heavy rain with thunder,44,6,2025-08-09,Gần,6:00 - 7:59,,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),430.76800000000003,280.27200000000005
9378,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 06:50:00,0,FRC4,23,28,249,205,1,False,10.760883668675298,106.6826449653469,0.01,10.0,6.5,Partly cloudy,44,6,2025-08-09,,6:00 - 7:59,Trời ít mây,Mưa nhẹ (0 - 2.5),Yên lặng (< 11),Trung bình (6 - 10),480.376,263.76
9379,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 07:14:00,500,FRC3,22,33,1141,760,1,False,10.765163027177051,106.68176325830919,0.0,10.0,6.5,Moderate or heavy rain with thunder,381,7,2025-08-09,Trung bình,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),436.28000000000003,78.0
9380,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 07:14:00,400,FRC3,22,33,1141,760,1,False,10.764283334954333,106.68210132878986,0.0,10.0,6.5,Moderate or heavy rain with thunder,381,7,2025-08-09,Trung bình,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),452.81600000000003,115.15199999999999
9381,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 07:14:00,300,FRC3,22,33,1141,760,1,False,10.763480856227291,106.68240386571111,0.0,10.0,6.5,Moderate or heavy rain with thunder,381,7,2025-08-09,Trung bình,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),469.35200000000003,152.30400000000003
9382,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 07:14:00,200,FRC3,22,33,1141,760,1,False,10.762642918836454,106.6827364596283,0.0,10.0,6.5,Moderate or heavy rain with thunder,381,7,2025-08-09,Gần,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),485.88800000000003,185.328
9383,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 07:14:00,100,FRC3,22,33,1141,760,1,False,10.7619261906941,106.68302613820323,0.0,10.0,6.5,Moderate or heavy rain with thunder,381,7,2025-08-09,Gần,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),496.91200000000003,218.352
9384,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-08-09 07:14:00,0,FRC3,22,33,1141,760,1,False,10.761156760056346,106.68331581677815,0.0,10.0,6.5,Moderate or heavy rain with thunder,381,7,2025-08-09,,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),513.4480000000001,251.37600000000003
9385,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 07:14:00,700,FRC2,25,34,636,467,1,False,10.755556817425111,106.68578400873503,0.0,10.0,6.5,Moderate or heavy rain with thunder,169,7,2025-08-09,Xa,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),629.2,490.8
9386,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 07:14:00,600,FRC2,25,34,636,467,1,False,10.756358876280022,106.6853232069683,0.0,10.0,6.5,Moderate or heavy rain with thunder,169,7,2025-08-09,Xa,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),607.1519999999999,457.77600000000007
9387,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 07:14:00,500,FRC2,25,34,636,467,1,False,10.757138847709548,106.684944289696,0.0,10.0,6.5,Moderate or heavy rain with thunder,169,7,2025-08-09,Trung bình,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),590.616,424.752
9388,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 07:14:00,400,FRC2,25,34,636,467,1,False,10.757963133528543,106.68463303622572,0.0,10.0,6.5,Moderate or heavy rain with thunder,169,7,2025-08-09,Trung bình,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),574.08,387.6
9389,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 07:14:00,300,FRC2,25,34,636,467,1,False,10.758623446871004,106.68435335919212,0.0,10.0,6.5,Moderate or heavy rain with thunder,169,7,2025-08-09,Trung bình,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),563.056,358.704
9390,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 07:14:00,200,FRC6,21,25,808,679,1,False,10.759478749919925,106.68406917123804,0.0,10.0,6.5,Moderate or heavy rain with thunder,129,7,2025-08-09,Gần,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),546.52,321.552
9391,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 07:14:00,100,FRC2,25,34,636,467,1,False,10.760311892549737,106.68371280856688,0.0,10.0,6.5,Moderate or heavy rain with thunder,169,7,2025-08-09,Gần,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),529.984,284.4
9392,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-08-09 07:14:00,0,FRC2,25,34,636,467,1,False,10.761189348756318,106.68340155509297,0.0,10.0,6.5,Moderate or heavy rain with thunder,169,7,2025-08-09,,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),518.96,247.24800000000002
9393,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 07:14:00,1000,FRC4,21,28,273,205,1,False,10.757533515349062,106.67414436746735,0.0,10.0,6.5,Moderate or heavy rain with thunder,68,7,2025-08-09,Xa,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),78.0,404.1120000000001
9394,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 07:14:00,900,FRC4,21,28,273,205,1,False,10.757824186413304,106.67502060044893,0.0,10.0,6.5,Moderate or heavy rain with thunder,68,7,2025-08-09,Xa,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),122.096,391.72800000000007
9395,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 07:14:00,800,FRC4,21,28,273,205,1,False,10.758126036834728,106.67584372840122,0.0,10.0,6.5,Moderate or heavy rain with thunder,68,7,2025-08-09,Xa,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),160.68,379.344
9396,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-08-09 07:14:00,700,FRC4,21,28,273,205,1,False,10.758483785091158,106.67667444278729,0.0,10.0,6.5,Moderate or heavy rain with thunder,68,7,2025-08-09,Xa,6:00 - 7:59,,Không mưa (0),Yên lặng (< 11),Trung bình (6 - 10),199.264,366.96
