id,description,time,distance,frc,currentspeed,freeflowspeed,currenttraveltime,freeflowtraveltime,confidence,roadclosure,latitude,longitude,precip_mm,vis_km,wind_kph,condition_text,delay_time,hour,date,distance_bin,time_slot,condition_text_vn,precip_mm_bin,wind_kph_bin,vis_km_bin,x_img,y_img
1854,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-22 06:54:00,500,FRC3,21,32,1195,784,1,False,10.765163027177051,106.68176325830919,0.0,10.0,29.2,Light rain,411,6,2025-07-22,Trung bình,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),436.28000000000003,78.0
1855,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-22 06:54:00,400,FRC3,21,32,1195,784,1,False,10.764283334954333,106.68210132878986,0.0,10.0,29.2,Light rain,411,6,2025-07-22,Trung bình,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),452.81600000000003,115.15199999999999
1856,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-22 06:54:00,300,FRC3,21,32,1195,784,1,False,10.763480856227291,106.68240386571111,0.0,10.0,29.2,Light rain,411,6,2025-07-22,Trung bình,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),469.35200000000003,152.30400000000003
1857,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-22 06:54:00,200,FRC3,21,32,1195,784,1,False,10.762642918836454,106.6827364596283,0.0,10.0,29.2,Light rain,411,6,2025-07-22,Gần,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),485.88800000000003,185.328
1858,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-22 06:54:00,100,FRC3,21,32,1195,784,1,False,10.7619261906941,106.68302613820323,0.0,10.0,29.2,Light rain,411,6,2025-07-22,Gần,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),496.91200000000003,218.352
1859,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-22 06:54:00,0,FRC3,21,32,1195,784,1,False,10.761156760056346,106.68331581677815,0.0,10.0,29.2,Light rain,411,6,2025-07-22,,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),513.4480000000001,251.37600000000003
1860,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-22 06:54:00,700,FRC2,25,34,636,467,1,False,10.755556817425111,106.68578400873503,0.0,10.0,29.2,Light rain,169,6,2025-07-22,Xa,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),629.2,490.8
1861,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-22 06:54:00,600,FRC2,25,34,636,467,1,False,10.756358876280022,106.6853232069683,0.0,10.0,29.2,Light rain,169,6,2025-07-22,Xa,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),607.1519999999999,457.77600000000007
1862,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-22 06:54:00,500,FRC2,25,34,636,467,1,False,10.757138847709548,106.684944289696,0.0,10.0,29.2,Light rain,169,6,2025-07-22,Trung bình,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),590.616,424.752
1863,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-22 06:54:00,400,FRC2,25,34,636,467,1,False,10.757963133528543,106.68463303622572,0.0,10.0,29.2,Light rain,169,6,2025-07-22,Trung bình,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),574.08,387.6
1864,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-22 06:54:00,300,FRC2,25,34,636,467,1,False,10.758623446871004,106.68435335919212,0.0,10.0,29.2,Light rain,169,6,2025-07-22,Trung bình,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),563.056,358.704
1865,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-22 06:54:00,200,FRC6,20,25,848,679,1,False,10.759478749919925,106.68406917123804,0.0,10.0,29.2,Light rain,169,6,2025-07-22,Gần,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),546.52,321.552
1866,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-22 06:54:00,100,FRC2,25,34,636,467,1,False,10.760311892549737,106.68371280856688,0.0,10.0,29.2,Light rain,169,6,2025-07-22,Gần,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),529.984,284.4
1867,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-22 06:54:00,0,FRC2,25,34,636,467,1,False,10.761189348756318,106.68340155509297,0.0,10.0,29.2,Light rain,169,6,2025-07-22,,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),518.96,247.24800000000002
1868,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-22 06:54:00,1000,FRC4,23,28,249,205,1,False,10.757533515349062,106.67414436746735,0.0,10.0,29.2,Light rain,44,6,2025-07-22,Xa,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),78.0,404.1120000000001
1869,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-22 06:54:00,900,FRC4,23,28,249,205,1,False,10.757824186413304,106.67502060044893,0.0,10.0,29.2,Light rain,44,6,2025-07-22,Xa,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),122.096,391.72800000000007
1870,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-22 06:54:00,800,FRC4,23,28,249,205,1,False,10.758126036834728,106.67584372840122,0.0,10.0,29.2,Light rain,44,6,2025-07-22,Xa,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),160.68,379.344
1871,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-22 06:54:00,700,FRC4,23,28,249,205,1,False,10.758483785091158,106.67667444278729,0.0,10.0,29.2,Light rain,44,6,2025-07-22,Xa,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),199.264,366.96
1872,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-22 06:54:00,600,FRC4,23,28,249,205,1,False,10.758740916389923,106.67733446243443,0.0,10.0,29.2,Light rain,44,6,2025-07-22,Xa,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),226.824,354.57599999999996
1873,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-22 06:54:00,500,FRC4,23,28,252,207,1,False,10.759121023128003,106.67817276325134,0.0,10.0,29.2,Light rain,45,6,2025-07-22,Trung bình,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),270.91999999999996,338.064
1874,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-22 06:54:00,400,FRC4,23,28,252,207,1,False,10.759445231432741,106.6790186505005,0.0,10.0,29.2,Light rain,45,6,2025-07-22,Trung bình,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),309.504,325.67999999999995
1875,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-22 06:54:00,300,FRC4,23,28,252,207,1,False,10.759784345493584,106.67986453775157,0.0,10.0,29.2,Light rain,45,6,2025-07-22,Trung bình,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),348.088,309.168
1876,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-22 06:54:00,200,FRC4,23,28,252,207,1,False,10.76013091221701,106.68072559786684,0.0,10.0,29.2,Light rain,45,6,2025-07-22,Gần,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),392.18399999999997,292.656
1877,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-22 06:54:00,100,FRC4,23,28,249,205,1,False,10.760458845955434,106.6815638986815,0.0,10.0,29.2,Light rain,44,6,2025-07-22,Gần,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),430.76800000000003,280.27200000000005
1878,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-22 06:54:00,0,FRC4,23,28,249,205,1,False,10.760883668675298,106.6826449653469,0.0,10.0,29.2,Light rain,44,6,2025-07-22,,6:00 - 7:59,Mưa nhẹ,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),480.376,263.76
704,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:15:00,500,FRC3,21,33,1195,760,1,False,10.765163027177051,106.68176325830919,0.0,10.0,24.1,Partly Cloudy,435,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),436.28000000000003,78.0
705,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:15:00,400,FRC3,21,33,1195,760,1,False,10.764283334954333,106.68210132878986,0.0,10.0,24.1,Partly Cloudy,435,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),452.81600000000003,115.15199999999999
706,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:15:00,300,FRC3,21,33,1195,760,1,False,10.763480856227291,106.68240386571111,0.0,10.0,24.1,Partly Cloudy,435,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),469.35200000000003,152.30400000000003
707,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:15:00,200,FRC3,21,33,1195,760,1,False,10.762642918836454,106.6827364596283,0.0,10.0,24.1,Partly Cloudy,435,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),485.88800000000003,185.328
708,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:15:00,100,FRC3,21,33,1195,760,1,False,10.7619261906941,106.68302613820323,0.0,10.0,24.1,Partly Cloudy,435,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),496.91200000000003,218.352
709,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:15:00,0,FRC3,21,33,1195,760,1,False,10.761156760056346,106.68331581677815,0.0,10.0,24.1,Partly Cloudy,435,11,2025-07-19,,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),513.4480000000001,251.37600000000003
710,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,700,FRC2,21,35,757,454,1,False,10.755556817425111,106.68578400873503,0.0,10.0,24.1,Partly Cloudy,303,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),629.2,490.8
711,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,600,FRC2,21,35,757,454,1,False,10.756358876280022,106.6853232069683,0.0,10.0,24.1,Partly Cloudy,303,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),607.1519999999999,457.77600000000007
712,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,500,FRC2,21,35,757,454,1,False,10.757138847709548,106.684944289696,0.0,10.0,24.1,Partly Cloudy,303,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),590.616,424.752
713,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,400,FRC2,21,35,757,454,1,False,10.757963133528543,106.68463303622572,0.0,10.0,24.1,Partly Cloudy,303,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),574.08,387.6
714,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,300,FRC2,21,35,757,454,1,False,10.758623446871004,106.68435335919212,0.0,10.0,24.1,Partly Cloudy,303,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),563.056,358.704
715,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,200,FRC6,18,26,943,652,1,False,10.759478749919925,106.68406917123804,0.0,10.0,24.1,Partly Cloudy,291,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),546.52,321.552
716,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,100,FRC2,21,35,757,454,1,False,10.760311892549737,106.68371280856688,0.0,10.0,24.1,Partly Cloudy,303,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),529.984,284.4
717,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:16:00,0,FRC2,21,35,757,454,1,False,10.761189348756318,106.68340155509297,0.0,10.0,24.1,Partly Cloudy,303,11,2025-07-19,,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),518.96,247.24800000000002
718,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,1000,FRC4,21,28,273,205,1,False,10.757533515349062,106.67414436746735,0.0,10.0,24.1,Partly Cloudy,68,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),78.0,404.1120000000001
719,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,900,FRC4,21,28,273,205,1,False,10.757824186413304,106.67502060044893,0.0,10.0,24.1,Partly Cloudy,68,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),122.096,391.72800000000007
720,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,800,FRC4,21,28,273,205,1,False,10.758126036834728,106.67584372840122,0.0,10.0,24.1,Partly Cloudy,68,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),160.68,379.344
721,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,700,FRC4,21,28,273,205,1,False,10.758483785091158,106.67667444278729,0.0,10.0,24.1,Partly Cloudy,68,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),199.264,366.96
722,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,600,FRC4,21,28,273,205,1,False,10.758740916389923,106.67733446243443,0.0,10.0,24.1,Partly Cloudy,68,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),226.824,354.57599999999996
723,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,500,FRC4,19,28,305,207,1,False,10.759121023128003,106.67817276325134,0.0,10.0,24.1,Partly Cloudy,98,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),270.91999999999996,338.064
724,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,400,FRC4,19,28,305,207,1,False,10.759445231432741,106.6790186505005,0.0,10.0,24.1,Partly Cloudy,98,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),309.504,325.67999999999995
725,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,300,FRC4,19,28,305,207,1,False,10.759784345493584,106.67986453775157,0.0,10.0,24.1,Partly Cloudy,98,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),348.088,309.168
726,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,200,FRC4,19,28,305,207,1,False,10.76013091221701,106.68072559786684,0.0,10.0,24.1,Partly Cloudy,98,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),392.18399999999997,292.656
727,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,100,FRC4,21,28,273,205,1,False,10.760458845955434,106.6815638986815,0.0,10.0,24.1,Partly Cloudy,68,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),430.76800000000003,280.27200000000005
728,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:16:00,0,FRC4,21,28,273,205,1,False,10.760883668675298,106.6826449653469,0.0,10.0,24.1,Partly Cloudy,68,11,2025-07-19,,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),480.376,263.76
729,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:38:00,500,FRC3,19,33,1321,760,1,False,10.765163027177051,106.68176325830919,0.0,10.0,24.1,Partly Cloudy,561,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),436.28000000000003,78.0
730,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:38:00,400,FRC3,19,33,1321,760,1,False,10.764283334954333,106.68210132878986,0.0,10.0,24.1,Partly Cloudy,561,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),452.81600000000003,115.15199999999999
731,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:38:00,300,FRC3,19,33,1321,760,1,False,10.763480856227291,106.68240386571111,0.0,10.0,24.1,Partly Cloudy,561,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),469.35200000000003,152.30400000000003
732,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:38:00,200,FRC3,19,33,1321,760,1,False,10.762642918836454,106.6827364596283,0.0,10.0,24.1,Partly Cloudy,561,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),485.88800000000003,185.328
733,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:38:00,100,FRC3,19,33,1321,760,1,False,10.7619261906941,106.68302613820323,0.0,10.0,24.1,Partly Cloudy,561,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),496.91200000000003,218.352
734,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:38:00,0,FRC3,19,33,1321,760,1,False,10.761156760056346,106.68331581677815,0.0,10.0,24.1,Partly Cloudy,561,11,2025-07-19,,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),513.4480000000001,251.37600000000003
735,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,700,FRC2,22,34,722,467,1,False,10.755556817425111,106.68578400873503,0.0,10.0,24.1,Partly Cloudy,255,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),629.2,490.8
736,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,600,FRC2,22,34,722,467,1,False,10.756358876280022,106.6853232069683,0.0,10.0,24.1,Partly Cloudy,255,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),607.1519999999999,457.77600000000007
737,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,500,FRC2,22,34,722,467,1,False,10.757138847709548,106.684944289696,0.0,10.0,24.1,Partly Cloudy,255,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),590.616,424.752
738,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,400,FRC2,22,34,722,467,1,False,10.757963133528543,106.68463303622572,0.0,10.0,24.1,Partly Cloudy,255,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),574.08,387.6
739,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,300,FRC2,22,34,722,467,1,False,10.758623446871004,106.68435335919212,0.0,10.0,24.1,Partly Cloudy,255,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),563.056,358.704
740,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,200,FRC6,18,27,943,628,1,False,10.759478749919925,106.68406917123804,0.0,10.0,24.1,Partly Cloudy,315,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),546.52,321.552
741,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,100,FRC2,22,34,722,467,1,False,10.760311892549737,106.68371280856688,0.0,10.0,24.1,Partly Cloudy,255,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),529.984,284.4
742,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:38:00,0,FRC2,22,34,722,467,1,False,10.761189348756318,106.68340155509297,0.0,10.0,24.1,Partly Cloudy,255,11,2025-07-19,,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),518.96,247.24800000000002
743,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,1000,FRC4,21,28,273,205,1,False,10.757533515349062,106.67414436746735,0.0,10.0,24.1,Partly Cloudy,68,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),78.0,404.1120000000001
744,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,900,FRC4,21,28,273,205,1,False,10.757824186413304,106.67502060044893,0.0,10.0,24.1,Partly Cloudy,68,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),122.096,391.72800000000007
745,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,800,FRC4,21,28,273,205,1,False,10.758126036834728,106.67584372840122,0.0,10.0,24.1,Partly Cloudy,68,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),160.68,379.344
746,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,700,FRC4,21,28,273,205,1,False,10.758483785091158,106.67667444278729,0.0,10.0,24.1,Partly Cloudy,68,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),199.264,366.96
747,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,600,FRC4,21,28,273,205,1,False,10.758740916389923,106.67733446243443,0.0,10.0,24.1,Partly Cloudy,68,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),226.824,354.57599999999996
748,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,500,FRC4,21,28,276,207,0.998085,False,10.759121023128003,106.67817276325134,0.0,10.0,24.1,Partly Cloudy,69,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),270.91999999999996,338.064
749,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,400,FRC4,21,28,276,207,0.998085,False,10.759445231432741,106.6790186505005,0.0,10.0,24.1,Partly Cloudy,69,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),309.504,325.67999999999995
750,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,300,FRC4,21,28,276,207,0.998085,False,10.759784345493584,106.67986453775157,0.0,10.0,24.1,Partly Cloudy,69,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),348.088,309.168
751,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,200,FRC4,21,28,276,207,0.998085,False,10.76013091221701,106.68072559786684,0.0,10.0,24.1,Partly Cloudy,69,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),392.18399999999997,292.656
752,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,100,FRC4,21,28,273,205,1,False,10.760458845955434,106.6815638986815,0.0,10.0,24.1,Partly Cloudy,68,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),430.76800000000003,280.27200000000005
753,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:38:00,0,FRC4,21,28,273,205,1,False,10.760883668675298,106.6826449653469,0.0,10.0,24.1,Partly Cloudy,68,11,2025-07-19,,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),480.376,263.76
754,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:50:00,500,FRC3,20,33,1255,760,1,False,10.765163027177051,106.68176325830919,0.0,10.0,24.1,Partly Cloudy,495,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),436.28000000000003,78.0
755,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:50:00,400,FRC3,20,33,1255,760,1,False,10.764283334954333,106.68210132878986,0.0,10.0,24.1,Partly Cloudy,495,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),452.81600000000003,115.15199999999999
756,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:50:00,300,FRC3,20,33,1255,760,1,False,10.763480856227291,106.68240386571111,0.0,10.0,24.1,Partly Cloudy,495,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),469.35200000000003,152.30400000000003
